id,name,设施大类,设施小类,具体类别,城市,区县,街镇,经度,纬度,数据来源,设施等级,服务半径,服务人口,千人指标,描述,geometry
11762,吴江市万顺精工铸件厂,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.8039737,31.02057026,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E610000006161B4E74335E4060F8B11744053F40
11763,苏州昆仑化纤有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7243064,31.02053243,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E610000025123B095B2E5E407F5B039D41053F40
11764,吴江市祥源经贸有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.719713,30.9933125,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E610000062601DC70F2E5E403F355EBA49FE3E40
11765,上海机床铸造一厂（苏州）有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7941438,31.03661471,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E61000008F548440D3325E40A500E6945F093F40
11766,吴江市汤铭生物技术有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7232995,30.99383896,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000A56DFC894A2E5E40CFB0E63A6CFE3E40
11767,吴江市荣毅喷织有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7028632,31.01969749,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000F663EEB5FB2C5E40005D0BE50A053F40
11768,吴江市沁程纺织有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7008267,31.01634247,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000782A3B58DA2C5E40952F26052F043F40
11769,苏州信越聚合有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.8323731,31.02458027,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E61000007DA4D29945355E40E0C67FE44A063F40
11770,苏州隆辉合升机械制造有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.8344436,31.07171685,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000D116218667355E40785215095C123F40
11771,吴江振华特种钢铸造有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.8909633,31.02435342,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000EBDBEE8A05395E401D7296063C063F40
11772,苏州太湖电工新材料股份有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7913874,31.05575944,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000DB5D5617A6325E40473E2B40460E3F40
11773,苏州恒伟实业有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7573901,31.02605278,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E61000001A74531479305E40E4111E65AB063F40
11774,吴江市雨兴丝织厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7211915,30.99353099,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000CEA96400282E5E40CD9C050C58FE3E40
11775,吴江市速成纺织有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6940687,31.0121856,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E610000057EB1F9F6B2C5E406E7B71981E033F40
11776,吴江市明盛纺织有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7213612,30.99441031,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E61000009CA62AC82A2E5E40564190AC91FE3E40
11777,吴江市鑫晓五金制品厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6965838,31.01792813,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E610000019FB37D4942C5E4048071CF096043F40
11778,吴江市黎里华宇喷织厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6967235,31.01875742,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000B3B6291E972C5E4014754949CD043F40
11779,苏州驰力织造厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7391913,30.98067795,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E610000036BF06E94E2F5E408828CBB50DFB3E40
11780,吴江市黎里振兴纺织厂,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.6924334,30.99135061,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E61000001EEA2DD4502C5E40D5D15027C9FD3E40
11781,蕾伊诺化妆品（苏州）有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7128982,31.0257707,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E61000002698C51FA02D5E40EDB199E898063F40
11782,吴江市同欣彩钢板有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7787017,31.13047083,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000BCB5A73FD6315E4096EE4B8966213F40
11783,苏州领头羊纺织科技有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7004179,31.00977695,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E61000001D8299A5D32C5E402F8100BE80023F40
11784,吴江市诚联纺织有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7051593,31.02276242,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E610000018FE7854212D5E40527A09C2D3053F40
11785,吴江万春喷织有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7578917,31.00995243,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E61000003C5A304C81305E40A05D113E8C023F40
11786,吴江市华佳喷丝织造厂（乌桥村厂房）,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6928715,31.0048519,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E61000002735B401582C5E40CED25FF93D013F40
11787,苏州吉田服饰实业有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7581905,31.02721245,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000D368723186305E4046CB2665F7063F40
11788,吴江市杰源喷织厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7373617,30.9826873,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000ACB420EF302F5E40CEB1176591FB3E40
11789,吴江市金达金属制品厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7377917,30.98071833,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000A9B0ADFA372F5E400FF0415B10FB3E40
11790,吴江市康鑫工艺织造厂,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7377516,30.9819776,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E610000095A47C52372F5E4092674DE262FB3E40
11792,苏州蒙特纳利驱动设备有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7800119,31.02803022,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000693F08B7EB315E401F330EFD2C073F40
11793,吴江市祥鑫织造厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7283155,30.99311563,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000E06A9DB89C2E5E4016FF6FD33CFE3E40
11794,吴江市龙隆织造厂,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7299244,30.99323454,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E61000005BA3D414B72E5E40BF8E6A9E44FE3E40
11795,苏州华音制衣有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.829687,31.02929252,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000A6BA809719355E40DC6AEFB67F073F40
11796,吴江市隆鑫电梯部件有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7793364,31.08360746,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E610000046A5C7A5E0315E40D1666A4C67153F40
11797,吴江市黎里复合制品厂,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7128118,30.98382549,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000FC4C62B59E2D5E406C85C0FCDBFB3E40
11798,吴江市黎里华星塑料厂（张建明）,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6975133,31.00447457,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E61000009A01D30EA42C5E404CD0D33E25013F40
11799,吴江市黑猫纺织有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7260653,31.01566393,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000AA9097DA772E5E40AB13238D02043F40
11800,吴江市悦旺纺织厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6979537,30.9901923,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000D2E7FE45AB2C5E404340193E7DFD3E40
11801,吴江聚鑫喷气织造有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6906757,31.00406609,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E610000015E9D907342C5E409592AB790A013F40
11802,吴江龙诚纺织有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6958352,31.01636026,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000F5D95C90882C5E4070A79D2F30043F40
11803,吴江市黎里永富喷丝厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.697854,30.9889432,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E610000080D8D2A3A92C5E40019AAD612BFD3E40
11804,吴江市可峰纺织厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7146363,31.02230073,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E61000003442E499BC2D5E40E5062A80B5053F40
11805,吴江市旭海织造厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6987225,30.98859205,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000AE9E93DEB72C5E40EAD55B5E14FD3E40
11806,吴江市超盛纺织有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.8020999,31.02148651,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000FEA7D19A55335E4053C1D12380053F40
11807,吴江市中琪服饰有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.712699,31.01985439,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000153944DC9C2D5E4066BB632D15053F40
11808,吴江市渊博服饰有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7007967,31.01775169,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E610000043E966DAD92C5E40ADFFEF5F8B043F40
11809,吴江市通浩喷织厂,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7018156,31.01067433,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000A574FA8BEA2C5E40B8418A8DBB023F40
11810,吴江市建宇纺织有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.702477,30.9806111,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E61000004D4C1762F52C5E4038983C5409FB3E40
11811,吴江市骏邦纺业有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7013359,31.01651161,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000B180F8AFE22C5E404DF4D81A3A043F40
11812,吴江中顺喷织有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7073558,31.02607748,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000B3E84251452D5E4019C38303AD063F40
11813,吴江市友谊喷织厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7185143,30.99335365,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000550D6723FC2D5E40BB1CC06C4CFE3E40
11814,吴江市嘉利欣喷织厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6875616,31.00432136,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000117F5E02012C5E40CEDF63341B013F40
11815,吴江市财皇喷织厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6948378,31.00632778,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E610000093C1F638782C5E40022888B29E013F40
11816,吴江市平隆纺织有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7524274,31.03317696,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E610000051E740C527305E40422E06497E083F40
11817,吴江市永翔丝织厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7208418,30.9937212,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000BF25A545222E5E408557378364FE3E40
11818,吴江联黎织造有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7251668,31.00721957,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E610000048890222692E5E408B0A4924D9013F40
11819,吴江市飞易喷气织造有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7586921,31.01138196,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000F24E4F698E305E40E2F699EDE9023F40
11820,苏州顶智特种纤维科技有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.8070793,31.02858102,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000D5B1EF2FA7335E40B32FF21551073F40
11821,金利油脂（苏州）有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7957035,31.0744154,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E610000003745FCEEC325E409A513DE30C133F40
11822,苏州付会纺织科技有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6876899,31.02109128,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E610000087927F1C032C5E40AED4F53C66053F40
11823,吴江信谊精密五金有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.8255135,31.08581221,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000043A9336D5345E40288CFBC9F7153F40
11824,莱檬（苏州）纺织有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7020054,31.00918492,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E610000063A70EA8ED2C5E40310463F159023F40
11825,吴江市元丰金属制品有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.8564388,31.02776932,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000A241AFE4CF365E406F3BE1E31B073F40
11826,吴江市强东喷织厂,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7150657,31.02372941,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E610000073FFECA2C32D5E4044E76F2113063F40
11827,吴江市荣坤喷织厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7311735,30.99475292,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000EC8CEF8BCB2E5E4021009B20A8FE3E40
11828,吴江市伟盛布业有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6956561,31.0103141,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000D3B029A1852C5E400B30E2F1A3023F40
11829,苏州高科纺织发展有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7092628,31.02925313,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E61000003E91CC8F642D5E40D8A714227D073F40
11830,苏州莱宁纺织品有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7118297,31.02414292,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E61000009374289E8E2D5E4077D4FB3A2E063F40
11831,苏州敏思睿纺织股份有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.686813,31.00410281,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000ED5D83BEF42B5E408EC5BAE10C013F40
11832,吴江市永晓织造厂,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7019063,31.00005045,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000CFD66608EC2C5E409F19694E03003F40
11833,苏州利峰塑料制品有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.694927,31.01485262,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000E08618AF792C5E40F0289D61CD033F40
11834,吴江市铭哲隆纺织有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7058482,31.0240707,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E610000031BCED9D2C2D5E40B54A557F29063F40
11835,吴江金闪闪纺织品有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7018855,31.01062425,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000580229B1EB2C5E40664B5645B8023F40
11836,吴江市东太织造厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6945286,31.00395968,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000BEC81528732C5E40461A688003013F40
11837,吴江市新雄织造有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6971639,31.00476495,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000EA9C55559E2C5E40C56A984638013F40
11838,吴江市爱鑫纺织厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7051296,31.01967428,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E610000042DCE6D7202D5E401F2CA55F09053F40
11839,吴江市豪亮纺织有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7062879,31.01923293,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000DF032AD2332D5E40345B0573EC043F40
11840,苏州高椰纺织品有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.68766,31.0208115,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E61000001DB1169F022C5E4076E107E753053F40
11841,吴江市凡荣织造有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6890485,31.00637754,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000E836E15E192C5E409BBA5DF5A1013F40
11842,苏州源长盛织造有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7308332,31.00092947,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E61000002F359DF8C52E5E40AB40EBE93C003F40
11843,吴江市和诚喷织厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6943087,31.00768785,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E610000003F5C18D6F2C5E409953B8D4F7013F40
11844,吴江市华伟纺织有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6946177,31.01337399,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000422ECC9D742C5E40C3AA517A6C033F40
11845,吴江市苏源纺织厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.695446,31.01571127,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E61000009388F02F822C5E4021D45EA705043F40
11846,吴江市宁顺喷织厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6928314,31.00683081,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E610000015298359572C5E40218EF9A9BF013F40
11847,苏州帝亿纺织有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7119314,31.00257547,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000B6FFB748902D5E40FD6B37C9A8003F40
11848,吴江市华恩塑料包装厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6911747,31.00478481,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000A514CF343C2C5E40B377CA9339013F40
11849,吴江荣英织造厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6947882,31.00338959,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E61000006429ED68772C5E406532E223DE003F40
11850,吴江市黎里天鹅包装用品厂,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7000593,31.000423,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000AEB085C5CD2C5E408C2AC3B81B003F40
11851,吴江市良明喷织厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6866035,31.00364346,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E61000006C74CE4FF12B5E40568B1DC7EE003F40
11852,吴江市隆泰喷织厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7098527,31.0204975,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E61000008CDE043A6E2D5E405626FC523F053F40
11853,吴江市黎里腾龙喷织厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.691624,31.00279522,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E61000003D484F91432C5E40317C0230B7003F40
11854,吴江市晓月昱喷织厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7098527,31.0204975,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E61000008CDE043A6E2D5E405626FC523F053F40
11855,吴江恒大织造有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7017953,31.01463203,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000237FD536EA2C5E40F852BAECBE033F40
11856,吴江市黎里镇飞凤喷织厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6984729,30.9886524,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E61000001BA9ADC7B32C5E40A51CDD5218FD3E40
11857,吴江市黎里荣跃塑料复合面料厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6980636,30.98969242,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000CB21F312AD2C5E40C5FF807B5CFD3E40
11858,吴江市黎里镇国荣丝绸喷织厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6983631,30.98916227,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000EDCE24FBB12C5E404E1610BD39FD3E40
11859,吴江市亮业织造厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6873022,31.00267279,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E610000002DE5DC2FC2B5E409AA3F929AF003F40
11860,吴江市泰源织造有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7034023,31.01999654,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000999B148B042D5E404A55457E1E053F40
11861,吴江市学新喷织厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7298639,30.99999059,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000FC411317B62E5E40955B2062FFFF3E40
11862,吴江瑞威实业有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7199709,31.01567908,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E61000009764D300142E5E40D5D44F8B03043F40
11863,吴江子恒织造有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7090239,31.01936922,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E610000046A5C7A5602D5E40F4729661F5043F40
11864,吴江市新天地服饰有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7152754,31.02367921,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E610000088A87812C72D5E408D8B38D70F063F40
11865,吴江市诺亚生物科技有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7306638,30.99543281,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000C0571932C32E5E40BD5044AFD4FE3E40
11866,吴江市逸飞喷织厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6860047,31.00244523,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000BFD94180E72B5E4096E12640A0003F40
11867,吴江高之喷织厂（普通合伙）,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6984804,31.01911444,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E610000068B922E7B32C5E406DAE16AFE4043F40
11868,吴江市林虹纺织有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7299146,30.99082597,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000DEF7B9EBB62E5E406F2D51C5A6FD3E40
11869,吴江锡吴纺织有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6852064,31.00146724,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000A2C0F16BDA2B5E40BDD0332860003F40
11870,吴江市东恒轴承厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7309432,31.0004197,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000F3CEFCC5C72E5E402DC665811B003F40
11871,苏州申茂纺织有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7285752,30.99429476,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E61000004F2BE0F9A02E5E40BFC8F4198AFE3E40
11872,吴江晓明纺织有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7060486,31.01502573,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000BE9877E62F2D5E40D3F2EAB9D8033F40
11873,吴江龙鼎织造有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6906756,31.00466574,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E61000004B896E07342C5E402EB620C631013F40
11874,吴江市勤建织造有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7071866,31.01928169,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000D7CA958B422D5E402CF613A5EF043F40
11875,吴江市翔鹰纺织厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6939894,31.00583946,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000533184526A2C5E40EFB9E1B17E013F40
11876,吴江市晨东纺织厂（二分厂）,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7056493,31.01402687,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000807CAE5B292D5E404DEAD34397033F40
11877,苏州好伟五金制品有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.8248026,31.07803527,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E6100000F729D890C9345E40A495941EFA133F40
11878,吴江市翔丽织造有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7274062,30.99303629,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E610000016FABBD28D2E5E408A4A55A037FE3E40
11879,吴江市黎里塑料一厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6902064,31.00537612,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E61000005BDF76572C2C5E405294535460013F40
11880,吴江市宏曦喷织有限公司,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.7111907,31.02250466,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E61000000B6EFF25842D5E4025B58ADDC2053F40
11881,吴江市浦西工艺鞋厂,劣势环境,污染企业,废水,苏州市,吴江区,黎里镇,120.6937199,31.00554008,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E610000067C526E8652C5E40CF6A1E136B013F40
11882,米歇尔（苏州）羊毛工业有限公司,劣势环境,污染企业,"废气,废水",苏州市,吴江区,黎里镇,120.7583202,31.03105027,a苏州配套_劣势_污染企业_SE,,,,,,0101000020E61000005BB9725188305E40962E16E9F2073F40
